datetime,author,message,superChat
2025-06-04 16:18:39,Ofka_34,FIFA çizik ama,
2025-06-04 16:18:40,erman,son anlattıklarıyla fiyat 400 tl aşağı çekildi,
2025-06-04 16:18:39,Sawjix,abi kutularin biri bos,
2025-06-04 16:18:43,Zocker_61,Fifa yerde ,
2025-06-04 16:18:44,keskin bakış,FIFA düştü,
2025-06-04 16:18:48,EMİRHAN,Bi tane de cihazda oyun vardı ağabey,
2025-06-04 16:18:49,Moss,reis diğerleri çok bekledi keyifsiz bi ticaret oluyor gerçekten,
2025-06-04 16:18:51,Owl,1 tanesinin içi boştu onu unutma abi,
2025-06-04 16:18:53,mert yaşar,fifa 23 unutma cihazın içinde ,
2025-06-04 16:18:54,Armagan İslekgunn07,FİFA DÜŞTÜ,
2025-06-04 16:18:55,StrangerIX,modlar mesaj atın bari taner abiye,
2025-06-04 16:18:55,Oraletoloji,1 fifa boş diğer fifa21 düştü,
2025-06-04 16:18:59,Burak,500 + kolonya,
2025-06-04 16:19:00,Slck edits,Abi elimde sıfır bir ps5 minecraft var kaça alırsın?,
2025-06-04 16:19:02,MrEbukelb,X ucuz,
2025-06-04 16:19:04,keskin bakış,FIFA düştü,
2025-06-04 16:19:09,keskin bakış,FIFA düştü,
2025-06-04 16:19:13,Baki Yavuz,Chat beyaz ps4 Almanya’dan geldi temiz ne fiyat verilir,
2025-06-04 16:19:13,Aboubakar,yedi,
2025-06-04 16:19:16,Mustafa,Hangi fifa la,
2025-06-04 16:19:19,Cabbar Karahan,fifa mı düştü,
2025-06-04 16:19:20,Massive,çingene pazarlığı yapan adamlara ayar oluyorum.hem senin için geldik diyorlar hemde 200 liranın peşine düşüyorlar,
2025-06-04 16:19:23,HmiQHPhQ,fifa düştü diyolar,
2025-06-04 16:19:24,metin tapan,ADAMIN FIFA KUTUSU MASADA KALDI ,
2025-06-04 16:19:26,EneS,nasi,
2025-06-04 16:19:27,Bilal Sezgin,fifa düştü,
2025-06-04 16:19:28,Cabbar Karahan,mbappe olan mı ,
2025-06-04 16:19:28,Berdan Yüce,fifa 21i tezgahda kaldı abii,
2025-06-04 16:19:29,EMİRHAN ÖZOLGUN,Çok ısrar etti ya tamam işte bekleyen var müşteri uzattı,
2025-06-04 16:19:31,Ofka_34,"Biri içi boş , FIFA çizik",
2025-06-04 16:19:34,Wisty, şu toplu oyunları bana 45k ya satsın,
2025-06-04 16:19:34,kyrix,en mantıklııs git letgoda 6 7k sat,
2025-06-04 16:19:34,Oraletoloji,fifa 21 düştü Lo,
2025-06-04 16:19:38,😸MegaLnd😸,adamın fifa düştü,
2025-06-04 16:19:44,Muhammet Eren,alma bence,
2025-06-04 16:19:44,mehmet reis şukuf,bir kutu da boş unutmaz inşallah,
2025-06-04 16:19:45,Enes Üntez,FIFA boş,
2025-06-04 16:19:48,Bilal Sezgin,fifa düştü,
2025-06-04 16:19:49,dvd kulak,aslında diğer müşteriye mesaj gönderiyor pazarlığı uzatarak,
2025-06-04 16:19:49,Nis2004,abi çok uzadı mesele gjkffkf,
2025-06-04 16:19:51,Kadir Pehlivan,insanları dolandırmaktan başka birşey yapmıyor,
2025-06-04 16:19:55,Eren Bal,300 tl seni batırmaz al qönlü olsun,
2025-06-04 16:19:56,adım yok,chat bir şey soracağım Taner abi elindeki makinaları nereye satiyor,
2025-06-04 16:20:02,Yiğit GÜNEY,abi fifa düştü,
2025-06-04 16:20:07,Aykut Şahin,sa millet 23 bine ps5 cdli sıfır kapalı kutu alinirmi,
2025-06-04 16:20:11,Ofka_34,"Abiiii Kutu boş kutu ,FIFA çizik",
2025-06-04 16:20:12,Oraletoloji,fifa 21 düştü,
2025-06-04 16:20:13,za,ses ggggggggg,
2025-06-04 16:20:24,Ahmet Can Turna,random kişilere fazladan 200 yada fazla oyun verip bazılarınada çok ters yapıyor onu çözemedim,
2025-06-04 16:20:34,KARIYERKRALI ,beyler PS habire çok ısındı denip kapanıyor ne yapabilirim,
2025-06-04 16:20:34,Gropink,1000 lira oki doki,
2025-06-04 16:20:38,tysonmemo tysonmemo,çocugun ihtiyacımı var acaba ne için uzattı,
2025-06-04 16:20:38,p0RTaKaLLiM0NaTa,baydı valla 200 lira diğer adamlar çok bekledi,
2025-06-04 16:20:39,Mert Çetin,vee gitsin abi,
2025-06-04 16:20:39,NightMare,2 olsun abi ya ,
2025-06-04 16:20:40,cengizhan çelik,kov su cesetciyi ya bide euro hesabı fln yapıo uyuz oldum,
2025-06-04 16:20:44,Bilal,len yurtdışında yaşıyosan ver gitsin euro cinsinden para etmiyo zaten,
2025-06-04 16:20:46,EMİRHAN ÖZOLGUN,Çok uzadı,
2025-06-04 16:20:48,Tilki,:text-green-game-over:,
2025-06-04 16:20:48,Mete,trollemeyin la yayını,
2025-06-04 16:20:50,Memo,Abi 200 lira için bu kadar lafa yetmez,
2025-06-04 16:20:51,Melih Ozbay,yanda 60k diyolar burda 200 tl için 40 dk dır konusuyolar,
2025-06-04 16:20:51,Ofka_34,Abi kutu boş ya CD yok içinde,
2025-06-04 16:20:55,riccardo montolivo,:DD,
2025-06-04 16:21:02,Wisty,abi kov şu gevuru .d,
2025-06-04 16:21:05,adım yok,PS4 slim. 2 kol satan var mı,
2025-06-04 16:21:06,Benjamin Linus,:red_circle: Sohbette müşterilere veya izleyicilere karşı olumsuz ya da saygısız yorumlara kesinlikle izin verilmez. Kurallara uymayanlar uyarılır ya da kalıcı olarak uzaklaştırılır. :folded_hands::prohibited:,
2025-06-04 16:21:10,Furkan Sönmez,sakal mı kısalmış:hushed_face:,
2025-06-04 16:21:14,TOCKAH,Çocuk dümenci gibi ,
2025-06-04 16:21:15,Oraletoloji,fifa 21 düştü,
2025-06-04 16:21:18,Sefa KAYGISIZ,iyi yayınlar,
2025-06-04 16:21:18,Ofka_34,Heh buldu içim rahatladı be :D,
2025-06-04 16:21:18,Mustafa,Cihazın içinde Cd,
2025-06-04 16:21:23,AlakasızAdamlar,hiç güven vermiyor oğlan,
2025-06-04 16:21:25,AD,kov şu edepsizi,
2025-06-04 16:21:25,Fatih,witcher 3 lazım bana hediye edecek olan var mı,
2025-06-04 16:21:26,Massive,böyle güzel bir insana (taner bey) destek olacağınıza.hep adamın iyi niyetini suistismar ediyorlar pazarlık yaparak.adama para kazandırınki adamda işine devam edebilsin.herkes kendi cebini düşünüyor.,
2025-06-04 16:21:26,Wokalio,dumenci,
2025-06-04 16:21:27,tysonmemo tysonmemo,yurtdışı diyor 200 muhabbetii yapıyor :rolling_on_the_floor_laughing:,
2025-06-04 16:21:27,Murat,ne yordu ya,
2025-06-04 16:21:28,Bedirhan Kara,@Furkan Sönmez evet,
2025-06-04 16:21:32,KAAN,8p,
2025-06-04 16:21:33,Tilki,Ok,
2025-06-04 16:21:34,Sefa Kurt,Nediyosun,
2025-06-04 16:21:34,Mustafa Ceviren,selamın aleyküm,
2025-06-04 16:21:39,Mert Uzunovalı,adım yok bul beni,
2025-06-04 16:21:40,yüksel yılmaz,2 liranın peşine düşen adam 8ste yurt dışı,
2025-06-04 16:21:42,Mücahit Avci,çok yordu çocuk,
2025-06-04 16:21:42,LordGump2,Tshirt 10 numara olmuş ,
2025-06-04 16:21:52,kayra,4.5 euro için uğraştığına bak yurt dışında yaşıyormuş birde,
2025-06-04 16:21:56,emre kose,4 euro fazla olsa ne olacak acaba,
2025-06-04 16:21:56,cenk hasan tunca,40 euro için ne ağladı ya,
2025-06-04 16:22:04,Furkan Sönmez,müq,
2025-06-04 16:22:07,noamnesty11,Yol ver reis şapkalı çok uzattı,
2025-06-04 16:22:23,IAmVictorReis,Massive boş yapma,
2025-06-04 16:22:38,Benjamin Linus,:red_circle: Sohbette müşterilere veya izleyicilere karşı olumsuz ya da saygısız yorumlara kesinlikle izin verilmez. Kurallara uymayanlar uyarılır ya da kalıcı olarak uzaklaştırılır. :folded_hands::prohibited:,
2025-06-04 16:22:40,Muzaffer Guclu,verme verme,
2025-06-04 16:22:50,yüksel yılmaz,adam nasıl yüzsüz yurt dışından geliyor 200 tl peşinden koşuyor,
2025-06-04 16:22:55,KabaSakal,selamun aleykum ben geldım @Konsol Oyun ,
2025-06-04 16:23:01,Bir deli Apache,SELAMÜN ALEYKÜM ABİ PES 21 VAR MI ELİNDE ,
2025-06-04 16:23:02,Massive,maddi durumum olsa gidrrdim dükkana raftaki cdlerin hepsini alır rafı boşaltırdım.aldığım cd leride gelenlere hediye ederdim.,
2025-06-04 16:23:09,Çarmendır,diğer adamalr çok bekledi abi ,
2025-06-04 16:23:16,IAmVictorReis,"Yüksel sana ne, kendi parasını tabii ki düşünecek",
2025-06-04 16:23:17,Ömerağa,CUCuLi,
2025-06-04 16:23:20,Samet Yeni,sizin için 200 tl değerli olmayabilir adam gelmiş taner abiyle anlaşıyor hakaret etmenize gerek yok,
2025-06-04 16:23:26,Pusat,BÜYÜK PAZARLIK ÇOK BEKLEDİ,
2025-06-04 16:23:29,Ofka_34,O oyunları kaçırmaz Taner abi asla :),
2025-06-04 16:23:33,VanessaValo,arkadaşlar bayramda acıkmıymis yada yarın bilgi verildi mi,
2025-06-04 16:23:35,Fatih,witcher 3 lazım bana hediye edecek olan var mı,
2025-06-04 16:23:36,Yasin Öztürk,SES BİRAZ AZ ABİ,
2025-06-04 16:23:38,Nis2004,50 çok,
2025-06-04 16:23:40,kyrix,45,
2025-06-04 16:23:40,adım yok,abi adam 40 yok diyor sen 30 diyon,
2025-06-04 16:23:41,Mustafa,Abi adam 40 a az diyor sen 30 diyorsun,
2025-06-04 16:23:43,DarthFourier,adam 40 a yok dedi 30 diyon abi ,
2025-06-04 16:23:43,Tilki,:face-blue-wide-eyes:,
2025-06-04 16:23:45,Zocker_61,Taner Abi cok sabirli ,
2025-06-04 16:23:47,Nis2004,35,
2025-06-04 16:23:48,Đeimos,ses az ,
2025-06-04 16:23:53,DarthFourier,45 e bağlanır bu iş,
2025-06-04 16:23:53,Gropink,1000 dolar oki doki,
2025-06-04 16:23:54,Nurullah Aydın,Elden Ring kaç Türk Dinarı abemmmmm,
2025-06-04 16:23:55,Furkan Sarıkaya,50 verilmez abi,
2025-06-04 16:23:55,Sefa KAYGISIZ,50 bin mi diyorlar,
2025-06-04 16:23:58,ErnnGS_,45 e çözersin abi,
2025-06-04 16:23:58,Wek1d,olum ne çok küçük çopcuk var şu chatte gelen kızlara laflarmı dersin. hiçbirşey yapmayan adama durduk yere sallamalarmı dersin harbi komple banlanmaları lazım bunların,
2025-06-04 16:24:02,Ediz Berk,33,
2025-06-04 16:24:03,Furkan Sarıkaya,Taner abi 50 bin çok,
2025-06-04 16:24:03,AloneDark,34 e bağlar :D,
2025-06-04 16:24:04,Ofka_34,40 dan az kâr üzeri zarar,
2025-06-04 16:24:05,dvd kulak,45 tamam,
2025-06-04 16:24:06,HakaNator,toplu halde almak daha mantıklı bence anlaş al o oyunları abi ,
2025-06-04 16:24:07,KARIYERKRALI ,beyler ps5 im habire ısınma hatası verip kapanıyor ne yapabilirim,
2025-06-04 16:24:11,Bilal Sezgin,45 iyi,
2025-06-04 16:24:13,Furkan GÜLER,Nasıl oyunlar var 50 bin büyük rakam,
2025-06-04 16:24:14,Muhammet Eren,33,
2025-06-04 16:24:15,Melih,koleksiyonundan bir şeyler takas et,
2025-06-04 16:24:15,Cihan Öztürk,haytaa almam nezaman saticaksin da para gelicek,
2025-06-04 16:24:16,Raaskol,35 den alır,
2025-06-04 16:24:17,Teslim Olmayalım,42.5+kolonya+ oki doki iyidir bebeğim,
2025-06-04 16:24:18,Zocker_61,50 Ber,
2025-06-04 16:24:21,Emre İlhan,otopark diyo şimdi de,
2025-06-04 16:24:22,Lunerix,@Wek1d yaş ortalaması düşük normal,
2025-06-04 16:24:23,hal9000,45 e al,
2025-06-04 16:24:23,Kerim Gümüş,38 e biterr,
2025-06-04 16:24:24,Furkan Sarıkaya,50 çok abi 40 ver,
2025-06-04 16:24:24,cemil safa köroğlu,@Gropink doğru söyledin 1000 dolar iyi,
2025-06-04 16:24:24,Bilal,ihihihiihi,
2025-06-04 16:24:39,KENNEDYRİTTO,fifaaaaaaaaaa,
2025-06-04 16:24:43,Memo,4 Euro otopark :rolling_on_the_floor_laughing:,
2025-06-04 16:24:44,Baro K,gelen oyunları kaçırma hepsi iyi oyun.,
2025-06-04 16:24:46,Tilki,Şu cd kutularını açıp kapama sesi asmr gibi,
2025-06-04 16:24:50,Teslim Olmayalım,elden ring falan var kanka guzel oyunlar var,
2025-06-04 16:24:51,Raaskol,Almanyada bu kadar pahalı degıl otoppark ucretlerı oraya park etseydımn asoıdjas,
2025-06-04 16:24:58,Ferhat SARI,anlaşamazlaaaaaarrr,
2025-06-04 16:25:01,Fppyusufpubg,yri kadıköydemi,
2025-06-04 16:25:02,HakaNator,40 müşteriden 40 oyun alacagıma 1 müşteriden 40 oyun alır daha az ugraşmış olurdum ben olsam ,
2025-06-04 16:25:01,NAZİF D.,yurdisindan gelen arkadaş da otopark parasını bile düşünmüş :grinning_face_with_big_eyes:,
2025-06-04 16:25:06,MESSIAZERBAIJAN🇦🇿,ps5 satan varmi?,
2025-06-04 16:25:14,Fatih,witcher 3 lazım bana hediye edecek olan var mı,
2025-06-04 16:25:21,Melih Mercan,gelecek oyuna bağlı,
2025-06-04 16:25:25,Ramazan GÜVEN,"her gelenin elinde bi poşet , bu adam ne zaman ekmek yiyecek .d",
2025-06-04 16:25:25,sinan ,Lavuk. Ne tantana yaptı satarsan sat satmazsan sat şapkalı ,
2025-06-04 16:25:28,Selim Yaylalı,şuanki oyunları kaçırma,
2025-06-04 16:25:30,Ofka_34,40 da çok geri dönüşü olana kadar oyunların fiyatı düşüyor falan zarar eder,
2025-06-04 16:25:30,dvd kulak,hehehehehe,
2025-06-04 16:25:33,Sefa KAYGISIZ,heehehhee :D,
2025-06-04 16:25:36,Sawjix,:D,
2025-06-04 16:25:37,Melih,ulan adam 20 yaşında ,
2025-06-04 16:25:38,Demirhan ALTUNKAYA,:grinning_face_with_big_eyes::grinning_face_with_big_eyes:,
2025-06-04 16:25:38,Massive,adamın giderleri ortada yıllık sadece 600.000 tl kira veriyor.200 lira çok versin diye çabalamayın.200 siz fazla verin böylr güzel bi insan işine devm edeblsin.,
2025-06-04 16:25:40,emre kose,eheh,
2025-06-04 16:25:40,Fernando Alvaro Paulo William Alvarez,ıhhığ,
2025-06-04 16:25:40,kaan,niye hediye edelim kardeşim,
2025-06-04 16:25:42,Melih Mercan,hehehe çok komik,
2025-06-04 16:25:42,Lorex,Müsaadeniz yok değil mi,
2025-06-04 16:25:42,tysonmemo tysonmemo,çok pindi yurt dışındakiler çokkkk,
2025-06-04 16:25:51,Ozan YILMAZ,poşeti kapan geliyor :),
2025-06-04 16:25:51,Tarık Emir Gezer,31,
2025-06-04 16:25:53,Teslim Olmayalım,yav,
2025-06-04 16:26:00,600boy,müsadeniz yok dimi dostlar diyip kitliyo aslan abim,
2025-06-04 16:26:00,boyozlar (BoyozlarTV),@Melih daha fazla,
2025-06-04 16:26:02,Sefa KAYGISIZ,aylık 50 k mı kira,
2025-06-04 16:26:03,Ferhat SARI,yurtdışı deyince aklınıza avrupa geliyor..belki adam ıraktan geliyor,
2025-06-04 16:26:13,Ofka_34,Masada 800 var bi karşıda,
2025-06-04 16:26:14,Ömerağa,şu yeni gelenin kolunda haç dövmesi var o e,
2025-06-04 16:26:17,Sefa Kurt,Alın alın hep satıyorlar,
2025-06-04 16:26:18,boyozlar (BoyozlarTV),@Melih 30 vardır,
2025-06-04 16:26:19,Kaan Öztürk,Sa,
2025-06-04 16:26:19,Onur,Yurt dışından gelen adam bile otopark fiyatlarından bahsediyorsa biz bitmişiz arkadaş demektir ,
2025-06-04 16:26:19,Kerim Gümüş,60 oyun ps 4 42 bine biter,
2025-06-04 16:26:20,meyiL,"abi zaten 4-5 günde 60k lık ürün alıyosun. toplu halde bu kadar güzel, koleksiyonluk oyunları ben olsam kredi çeker yine alırım yani :D",
2025-06-04 16:26:25,Tarık Emir Gezer,"""3",
2025-06-04 16:26:26,Bilal,euro diyo avrupa düşüncez tabi,
2025-06-04 16:26:29,Eren Yılmaz,bu ne poşet her gelen poşet kese kağıdı,
2025-06-04 16:26:30,Lorex,30 tl,
2025-06-04 16:26:31,Teslim Olmayalım,eleman 12 iq,
2025-06-04 16:26:35,mr. mellons,abi sürekli alış var satış yok dikkatli ol bence,
2025-06-04 16:26:37,ryurai,şu 50k lık oyun getiren abinin oyunlar nerede,
2025-06-04 16:26:39,Đeimos,@Ömerağa sanane la haç dövmesinden ,
2025-06-04 16:26:42,Muhammet Eren,tam gurbetçi:face_with_tears_of_joy:,
2025-06-04 16:26:54,Abdulkerim Öztürk,30 lira fazla verdi bravo :D,
2025-06-04 16:26:54,Sefa KAYGISIZ,şapkalı biraz garip davranıyo sanki :D,
2025-06-04 16:26:56,Pablo EsCobArla stay home,Paragöz beeee,
2025-06-04 16:27:01,EMİRHAN ÖZOLGUN,İnsan bir üslup bilir ya bu yurt dışından gelenler niye böyle,
2025-06-04 16:27:08,Melih,şapkalı reis ilk defa satış yapıyor galiba,
2025-06-04 16:27:12,Mr. Görmün,Abi Dying light var mı ona göre gelicem dükkana.,
2025-06-04 16:27:13,Tilki,Güzel dövme,
2025-06-04 16:27:13,evirtinbuura,metci lavuk herhalde,
2025-06-04 16:27:16,Ali Efe,Şapkalı mı garip olan sence ;d,
2025-06-04 16:27:16,Sefa KAYGISIZ,mavi şapka :D,
2025-06-04 16:27:19,Onur,Yurt dışından gelen adam bile otopark fiyatlarından bahsediyorsa biz bitmişiz arkadaş demektir,
2025-06-04 16:27:29,Fatih,witcher 3 lazım bana hediye edecek olan var mı,
2025-06-04 16:27:32,emre kose,90 cent fazla verdi,
2025-06-04 16:27:33,Burhan önal,30 iq lavuk benim desin hatirlariz,
2025-06-04 16:27:35,Massive,adam zaten kendin satarsan daha yüksekten satarsın diyor.bedavadan burda ilanını paylaşıyo bu adamı hala eleştiriyorsunuz.,
2025-06-04 16:27:39,Samet Yeni,@EMİRHAN ÖZOLGUN türkçeleri iyi olmuyor genelde kelimeleri emir kipiyle konuşmayı öğreniyorlar,
2025-06-04 16:27:41,Oguzhan ,temiz ps 4 pro satan varmı,
2025-06-04 16:27:47,KARIYERKRALI ,beyler ps5 im habire ısınma sorunu verip kapanıyor ne yapabilirim acil yardım,
2025-06-04 16:27:48,kaan,abicim diğer adamlarla ilgilensene işk onlar geldi kaç dakikadır bekletiyorsun ,
2025-06-04 16:27:53,Ege Erkan,Arkadaşlar ps4 slim 1 tb piyasası nedir,
2025-06-04 16:27:55,Ofka_34,Hiç kullanılmamış PS2 olmaz :),
2025-06-04 16:28:04,keskin bakış,ben niye engel yedim,
2025-06-04 16:28:05,Ahmet Koçaslan,sonra gelen müşteriye sonra bakılır abim,
2025-06-04 16:28:06,Ege ,ps5 temizle kanka kariyer,
2025-06-04 16:28:07,Baro K,ps5 kapaklarını çıkar temizle tozlarını,
2025-06-04 16:28:10,bado6100,Dükkan nerede arkadaşlar?,
2025-06-04 16:28:13,Spedyyy,Sa,
2025-06-04 16:28:18,Pubg Pubg,adamalr 1saat bekledi ortada hiç bişey yok,
2025-06-04 16:28:20,Selim Yaylalı,adamlar kaç saattir bekliyor,
2025-06-04 16:28:23,MESSIAZERBAIJAN🇦🇿,ofka dogru soyluyo,
2025-06-04 16:28:23,nehir,yandaki adamları kaç saatir bekletiyo,
2025-06-04 16:28:24,KARIYERKRALI ,yaptım zaten,
2025-06-04 16:28:24,mr. mellons,düşünüyor oyunlar maks ne eder diye,
2025-06-04 16:28:28,Wek1d,@EMİRHAN ÖZOLGUN dostum kültür diye birşey var farklılık ? böyle terimler var bilgin olsun ,
2025-06-04 16:28:30,mdd555,YA KARDEŞİM PS4 PARLAK KASA KAÇ TL OLUE,
2025-06-04 16:28:32,Lundist,2kya alırım şimdi,
2025-06-04 16:28:34,Tarık Çinetçi,1500 veririm,
2025-06-04 16:28:34,Ryu Walker,çok iyi cihaz kutulu hem de o kadar eski,
2025-06-04 16:28:34,Massive,dükkan kadıköydeymiş,
2025-06-04 16:28:37,Wizardex,200 liranın muhabbetini yapıp yüklü ürün getiren müşteriyi hala markaja alıyor esnaftır benim reisim,
2025-06-04 16:28:42,Hawkyshun | Furkan Erdoğan ,Biz alalım,
2025-06-04 16:28:42,kaan,teklif yapta adamalarıda bekletme,
2025-06-04 16:28:43,The Protesq,2k vereyim,
2025-06-04 16:28:44,birkan bilgin,yarım saatir bekletiyo inşallah anlaşırlar ordakilerle ,
2025-06-04 16:28:45,süleyman keçer,2bin vereyim,
2025-06-04 16:28:46,Ege ,tamire ver bi baktir neyi var ozmn,
2025-06-04 16:28:47,bcnuh,nasıl kanatlayacaksın elektirik görmediğini,
2025-06-04 16:28:54,Fatih,witcher 3 lazım bana hediye edecek olan var mı,
2025-06-04 16:28:55,Veysel bayezit,vay be,
2025-06-04 16:28:55,Onur Paşahan,abi sıhhatler olsun,
2025-06-04 16:29:07,KARIYERKRALI ,5 dolara ne dersin,
2025-06-04 16:29:10,Oguzhan ,ps4 slim veya pro satan vermı,
2025-06-04 16:29:14,Ali Efe,Sakallar çok iyi olmuş ,
2025-06-04 16:29:15,Kürşat Aşkın,2 bin verenler var ,
2025-06-04 16:29:18,Tilki,Aa sakal gitmiş,
2025-06-04 16:29:18,Ofka_34,Elektrik görmediyse koleksiyon değeri en az 40 k,
2025-06-04 16:29:20,Moss,abi şu abilerle ilgilen artık,
2025-06-04 16:29:20,SalihS7,Adamlar ağaç olduuu,
2025-06-04 16:29:21,Sefa KAYGISIZ,ps2 oyunu bulunuyor mu piyasada,
2025-06-04 16:29:22,Mert,2.200 alırım koleksiyonluk,
2025-06-04 16:29:24,Ronny,Oh be yeni geldim sakalı kesmiş ne iyi olmuş,
2025-06-04 16:29:28,Massive,taner bey i izleyinde gözünüz esnaf görsün,
2025-06-04 16:29:29,Melih,habrici şimdi fark ettim sakallar gitmiş,
2025-06-04 16:29:38,Lundist,2k şimdi alayım,
2025-06-04 16:29:40,Ege Erkan,ps4 slim satıyorum 1 tb,
2025-06-04 16:29:44,FATİHSLTNMHMT,bagis atinda 45e ciksin abem,
2025-06-04 16:29:45,GamerROJO,abi almkcan belli oyunları adamı OYALAMA,
2025-06-04 16:29:47,ismail gündoğdu (Zannendesu),40bin tl + 3 güzel oyun öner Taner abi,
2025-06-04 16:29:50,DarthFourier,"seal açılmış kutu da elektrik görmediğini kanıtlaman çok zor , onu anca cidden anlayan biri çözer",
2025-06-04 16:29:54,Ofka_34,PS2 hiç açılmamış dünyada 100 tane yoktur,
2025-06-04 16:30:01,Ege ,ps4 promu ps5 slimmi beyler,
2025-06-04 16:30:04,Tekintasoz,NABER,
2025-06-04 16:30:07,Mert,Kameraya gösterseydin taner abi temizmi eeğilmi diye,
2025-06-04 16:30:07,Oguzhan ,ege erkan ilan numaran varmı,
2025-06-04 16:30:10,Melih,5 dolara ne dersin dostum ?,
2025-06-04 16:30:11,CODEX,"İlan No: 1248243489 Logitech G29+vites, fiyat düştü",
2025-06-04 16:30:14,Sefa KAYGISIZ,ps2 oyunu bulunuyor mu piyasada,
2025-06-04 16:30:14,Tilki,Abi sakal böyle iyi olmuş,
2025-06-04 16:30:16,Ahmet Koçaslan,sessssssssssssssss,
2025-06-04 16:30:16,Selçuk Şahin,bir tane daha makine geldi :grinning_face_with_smiling_eyes:,
2025-06-04 16:30:17,Mustafa,Arkadaşlar ebay de 1500 dolar ne 2200 ü ,
2025-06-04 16:30:20,Mert Uzunovalı,otelci geldi,
2025-06-04 16:30:20,Necati Karaarslan,40 a kaç oyun alıyor yeni girdim yayına,
2025-06-04 16:30:23,Loki_0,abi adamlar kurudu,
2025-06-04 16:30:37,Yakuza_,sea,
2025-06-04 16:30:39,Ege Erkan,oğuzhan yok daha ilana koymadım pazarlığa acıgım,
2025-06-04 16:30:41,emre,biliyorsunuz ama di mi,
2025-06-04 16:30:50,Eren gms,abi ilgilensene diğerleriyle zaten almican 2 saat bekletiyorsun,
2025-06-04 16:30:50,Norw,Ufaklik :D,
2025-06-04 16:30:54,Mhdi Bdlyhf,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,
2025-06-04 16:30:55,Benjamin Linus,":red_circle: Ürün paylaşmak isteyenler günde 1 kez ilan verebilir, ancak ilan no, ürün ismi ve fiyat mutlaka yazılmalıdır. İlan no olmadan paylaşımlar kabul edilmez ve silinir. Lütfen kurallara dikkat edelim.",
2025-06-04 16:30:59,NightMare,ufaklık 18 yaşında .D,
2025-06-04 16:30:58,Oguzhan ,insta varsa versene,
2025-06-04 16:31:02,Mert,Codex 300e sat alıyım,
2025-06-04 16:31:03,Ayk Dinçkayıkçı,ufaklık(şüpheli),
2025-06-04 16:31:03,keskin bakış,ufaklık 18,
2025-06-04 16:31:07,Sefa KAYGISIZ,ps2 oyunu bulunuyor mu piyasada,
2025-06-04 16:31:08,Ahmet Koçaslan,chata bakıyorsan git abi daha bekleme almayacak zaten,
2025-06-04 16:31:13,Fatih,witcher 3 lazım bana hediye edecek olan var mı,
2025-06-04 16:31:15,Bilal,bf5 al amca oynasın ufaklık,
2025-06-04 16:31:17,Çarmendır,abi 60k isteyen adamların işini bitirelim artık çok beklediler,
