datetime,author,message,superChat
2025-05-28 17:42:20,Girdap Bektaş,kamerayı çevir polislerin yüzü görünmesin,
2025-05-28 17:42:21,Alper Kartaloğlu,benzin dökülmüş polis sigara içiyor :d,
2025-05-28 17:42:21,NaimD66,Hayirli isler abim:red_heart:,
2025-05-28 17:42:30,Emre Doğan,Polisi çekme abi,
2025-05-28 17:42:30,Menacious,sana inat konuşucam ,
2025-05-28 17:42:33,Bu This is,@rs3loveb:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:,
2025-05-28 17:42:33,abdurrahim,hoşgeldin,
2025-05-28 17:42:52,Asteria,sa,
2025-05-28 17:42:57,Bay_gaming, Abi ben pes 2021 aldım 400 tl ye ufak çiziklerş var internette ne kadara satarım,
2025-05-28 17:42:57,Cihan Partlak,as,
2025-05-28 17:42:58,Efe,efendi,
2025-05-28 17:43:00,POPS,ah az önceki abiden önce gelseydin bi,
2025-05-28 17:43:01,Menacious,adamın eller her 5 dkda bir kolonya sürmekten renk açıldı ,
2025-05-28 17:43:02,Erhan Özen,ağabey,
2025-05-28 17:43:12,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı ,
2025-05-28 17:43:23,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:24,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:25,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:25,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:27,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:28,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:28,Serhat Peker,Artık şuraıları temizle yıl oldu hala aynı,
2025-05-28 17:43:29,Kendine Profesyönel,az abi la ,
2025-05-28 17:43:30,Cihan Partlak,50 şer lira :D,
2025-05-28 17:43:36,POPS,şunu neden banlamıyosunuz?,
2025-05-28 17:43:38,Mehmet Çalışkan,çok az değil mi,
2025-05-28 17:43:40,Mustafa O.,14 dk da önce zebra tshirtlü bi herif bırakmış,
2025-05-28 17:43:45,Ahmet Yavuz,harbi az önceki abi 2010 arıyordu,
2025-05-28 17:43:45,Bu This is,:_geber::_geber::_geber:,
2025-05-28 17:43:46,4vc1,"Hocam tüm oyun piyasası şimdiden çoğunlukla dijitale dönmüşken, dvd al-sat işi daha ne kadar sürer sence? İleri süreçteki planların neler?",
2025-05-28 17:43:46,Yiğit Eren Gül,oha,
2025-05-28 17:43:48,Menacious,spam atan banlansın ,
2025-05-28 17:43:49,Melih Belci,hahah samet reis dellendi :D,
2025-05-28 17:43:54,Hamed Seydalzadeh,geçen çizik oyunu 200 satı,
2025-05-28 17:43:57,madenci,250 den altı tanesini 300 e satacak 250 den 1500 tl net kar ,
2025-05-28 17:43:58,hal9000,yavaşyavaş,
2025-05-28 17:43:58,Halil İbrahim Ceyhan ,spam yapmayın arkadaşlar,
2025-05-28 17:44:00,video cimbom,polis geldi,
2025-05-28 17:44:03,Cihan Partlak,:stayhome:,
2025-05-28 17:44:06,Alpay T,göster ne aldın abi,
2025-05-28 17:44:07,Efe,250tl kahve parası,
2025-05-28 17:44:12,BUBUT,ERAYCAN AVM KAPATIYOR KANK,
2025-05-28 17:44:13,Cristiano Ronaldo,SPAM ATMAYIN SAKIN BÜYÜK ,
2025-05-28 17:44:17,Kılıç,dosltar diyo polise gaklkgskg,
2025-05-28 17:44:23,Bay_gaming,Abi ben pes 2021 aldım 400 tl ye ufak çiziklerş var internette ne kadara satarım,
2025-05-28 17:44:24,USTA SENSİN,"taner bey cd çizilmemesi için ne yapılmalı, nasıl çiziliyor cihaz mı çiziyor bununla ilgili bilgi verir misin Saygılar",
2025-05-28 17:44:25,Menacious,abi durduk yere bela arıyon sorma işte,
2025-05-28 17:44:28,axmet,poliş sigara içiyo düşse elinden yanıcak oralar,
2025-05-28 17:44:28,OYUN FURKANI,abi hayırlı işler,
2025-05-28 17:44:30,Mustafa O.,Motoru 15 dk önce beyaz zebra tshirtlü bi herif bırakmış,
2025-05-28 17:44:31,madenci,polise bile dostlar diyen koca yürekli taner reis,
2025-05-28 17:44:32,Soyut Padişah,Taner abi 16dk önce mavi çizgili beyaz tişörtlü biri bırakmış. Polislerin olduğu tarafa yürümüş.,
2025-05-28 17:44:41,Dev Ananas,@Kılıç ne dicek baba mı desin o da insan,
2025-05-28 17:44:48,toplumgercek2788,chati niye okumuyon kral,
2025-05-28 17:44:48,Dorukhan KARGI,Nba fifa code bunları yanyana dizer misin taner abi,
2025-05-28 17:44:59,Murat Aslan,bEnzin değil abi benzin:grimacing_face:,
2025-05-28 17:45:04,Kıvanç Sami Güler,netlemiyor abi,
2025-05-28 17:45:05,Durmuş Ayhan,Abi sende playstatiion 4 slim kac para ,
2025-05-28 17:45:07,:d,dünya kupasını ne kadara verirsin abi,
2025-05-28 17:45:16,Calisto Juarez,10 ar,
2025-05-28 17:45:20,Aacayipsin,çok olan ps3 oyunlarını sat abi,
2025-05-28 17:45:22,Menacious,ps3 oynayan mı kaldı ya ,
2025-05-28 17:45:27,Mehmet Çalışkan,99999,
2025-05-28 17:45:28,Efe,50 tl veririm oki doki,
2025-05-28 17:45:30,Muhammed Qasımov,En azı 600 tl yapardı ,
2025-05-28 17:45:30,Alpay T,abi ps3 oyunlarını nşye satmıyon,
2025-05-28 17:45:33,Furkan Behiç,abi bana bedavaya ver :D,
2025-05-28 17:45:33,Ege Yavuz,abi az once pes 2010 arıyorlardı ps3 simdi geldi bide gözleme yer misin,
2025-05-28 17:45:38,Alphahamdi,reis polisler nabıo orda,
2025-05-28 17:45:42,E mc2,cd pert hsshshshsh,
2025-05-28 17:45:42,Bu This is,10 lu CD satışı başlasın. Birikicek bak çizik CD'|er,
2025-05-28 17:45:43,cenk ataç,hiç satılmayacak şeyler 50şer tane hala alıyor,
2025-05-28 17:45:45,:d,Dümya kupası ne kadar olur ,
2025-05-28 17:45:47,kaan akar,abi su masayi mesela bir gun bombos yapsan daha rahat daha guzel bir goruntu olmaz mi,
2025-05-28 17:45:57,Melih G.,2010 değil 2008 arıyorlardı,
2025-05-28 17:45:57,Cihan Partlak,abi çalma vakası yaşadın mı ?,
2025-05-28 17:46:00,Hasan Arık,PS3 oyunlarına cıdden bosa para verıyosun suan ,
2025-05-28 17:46:03,sinan ermutlu,Online satış varmı,
2025-05-28 17:46:07,Mustafa O.,Taktınız masaya sizene kardeşim,
2025-05-28 17:46:14,KabaSakal,@Konsol Oyun bebegım ben geldım ,
2025-05-28 17:46:15,:d,dünya kupası ne kadara bırakırsın abi,
2025-05-28 17:46:16,Grogu A.,3k cok abi onlara,
2025-05-28 17:46:17,Pablo,cizik değilsede cizilmiyormu o kotla sildigi zaman,
2025-05-28 17:46:18,Bu This is,10 lu CD satışı başlasın. Birikicek bak çizik CD'|er,
2025-05-28 17:46:18,kaan akar,hem cok daha guzel olur hemde daha rahat musterileri karsilarsin,
2025-05-28 17:46:18,sinan ermutlu,Abi sıfır ps5 alsak cd li ps4 oyunlarını oynayabilirmiyiz,
2025-05-28 17:46:24,snake,gözleme,
2025-05-28 17:46:28,kano,"@Cihan Partlak eski dükkanda, canlı yayında çalma vakası oldu",
2025-05-28 17:46:39,Cihan Partlak,ovvv geçmiş olsun,
2025-05-28 17:46:42,Emre Şahin,"mikrofiber temizlik bezi ve sprey hediye etsek kullanır mı sizce, kot kısmını anlamadım açıklama yapıldı mı o konuda.",
2025-05-28 17:46:42,Berkay Gülbudak,ses kesiliypr,
2025-05-28 17:46:46,Mehmet Çalışkan,sasatsat,
2025-05-28 17:46:48,Umut Urel,@menacious pp ne bakmaktan yorumlarını ciddiye alamıyorum :grinning_face_with_smiling_eyes:,
2025-05-28 17:46:57,Grogu A.,ne kadarmiş abi,
2025-05-28 17:47:05,Bu This is,PlayStation 4 ?,
2025-05-28 17:47:05,Menacious,yeni sezon geliyo çok heyecanlıyım ,
2025-05-28 17:47:09,Efe,1000 tl veririm,
2025-05-28 17:47:10,OYUN FURKANI,chat temiz pes 20 cdsini kaça alırsınız ps4 ,
2025-05-28 17:47:21,Pablo,CD lerde cizik yoksada kot sağ olsun ciziyor :grinning_face: ,
2025-05-28 17:47:22,POPS,@Emre Şahin mikrofiber sürekli silinmede kirleniyor diyor ama kotu her gün yıkıyorum mikrofiberden iyi dendi hediye falan etme o yüzden,
2025-05-28 17:47:27,kano,@Cihan Partlak sağ olun.,
2025-05-28 17:47:32,FURK4N B3Y,@sinan ermutlu bazı oyunları açar kral,
2025-05-28 17:47:34,r/AskMen,kapıda polis olunca troller kesildi :D,
2025-05-28 17:47:37,nobody,ps5 slim cdli 2 kol kaça sayarsın taner abi ,
2025-05-28 17:47:38,Mehmet Çalışkan,saaat,
2025-05-28 17:47:39,Bedirhan dibekli,Ps 2 20-30 tane oyun var farklı ama eski oyunlar kutulu değil zarf içinde alırmısın abi,
2025-05-28 17:47:42,Grogu A.,kinect de yok zor,
2025-05-28 17:47:45,NNEO FLEX,abi gelen herkese bende yok diyorsun gelen butun oyunlari almaya calisiyorsun nasil batmiyorsun raf bos sayilir istanbula göre,
2025-05-28 17:47:47,video cimbom,Taner abinin kot özel :),
2025-05-28 17:47:55,manyak oyuncu,rafa silvaaaaaaaaaaaaaaaa,
2025-05-28 17:48:00,Alpers,abi oyunlari harf sirasina gore diz bari ne var ne yok hic bisey belli deil,
2025-05-28 17:48:01,yagizz,Abi gece yayını gelcek mi,
2025-05-28 17:48:17,Grogu A.,3k cok verdin taner abi,
2025-05-28 17:48:18,Tunahan,abi kot pantolona sürünce çizik oluşmazmı veya herhangi birşey ,
2025-05-28 17:48:22,WHEX_KILIÇ FUTBOL,"abi FIFA 20, Assasins Creed Unity ve Watch Dogs Special editionu kaça alırsın",
2025-05-28 17:48:29,Tolga ,video linki akabilir miyiö,
2025-05-28 17:48:29,L̴e̴d̴i̴o̴ff,-18:45 kücük kamera :police_car_light::police_car_light::police_car_light::police_car_light::police_car_light:,
2025-05-28 17:48:31,Yekta yiğit Saraç,abi ghost ps4 ne kadara alırsın,
2025-05-28 17:48:32,Melih Belci,@NNEO FLEX knk gelirin %80 yayın %20 dükkan zaten,
2025-05-28 17:48:39,Pablo,cocuklar evde denemeyin :grinning_face: ,
2025-05-28 17:48:40,madenci,abi elindeki tüm oyunları satsan 200k yaparmı,
2025-05-28 17:48:42,Samet,abi o ufak tefek sey temizlerken olmasın,
2025-05-28 17:48:43,NNEO FLEX,Abi yayına cok az bakiyorsun yorum oku biraz bosuna yaziyoruz bildigin,
2025-05-28 17:48:51,Furkan Behiç,en azından büyük bir oyun değil,
2025-05-28 17:48:51,GigaBack,Abi rüyanda cdleri görüyor musun eve gidince @Konsol Oyun ,
2025-05-28 17:48:56,nobody,last of usları kilitli kutuya koy abi,
2025-05-28 17:48:56,Doğukan Altınışık,abi uncarted varmı,
2025-05-28 17:49:00,Emre Şahin,@pops açıklama için teşekürler.,
2025-05-28 17:49:06,L̴e̴d̴i̴o̴ff,-18:45 kücük kamera :police_car_light::police_car_light::police_car_light::police_car_light::police_car_light:,
2025-05-28 17:49:07,Grogu A.,abi pantalon cizmezmi cd yi,
2025-05-28 17:49:10,BEDO CAN,o sıktığı ne ,
2025-05-28 17:49:10,Yekta yiğit Saraç,abi ghost ps4 ne kadara alırsın,
2025-05-28 17:49:11,Kahve Sever,"Merhaba Elimde Ps4 1 TB Slim Tamir görmemiş Çift Kol Orjinal, HDMI Kablosu kendi orjinal kablosu ilk kullanıcısıyım tek Şarj kablosu var oda orjinal kutudan çıkan , Fiyat ne olur acaba tek cihaz için",
2025-05-28 17:49:11,cenk ataç,"Bir eleman al cd leri temizlesin alırken, kapıdaki veletlere vaziyet etsin etrafı toplasın oyunları getirsin vs.. 1 eleman şart",
2025-05-28 17:49:15,Faruk TNC,"Güzel abim asla bez almaz, pantolonuyla kazır cdyi. Baştacı",
2025-05-28 17:49:16,Ryan,sa,
2025-05-28 17:49:19,Ahmet Taşoğlu,Kot CD’yi çizmez mi arkadaşlar ,
2025-05-28 17:49:22,batuhan kılıc,@NNEO FLEX paran varsa okur,
2025-05-28 17:49:31,Mehmet Çalışkan,:face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying:,
2025-05-28 17:49:33,Furkan Behiç,motor gg,
2025-05-28 17:49:33,r/AskMen,polis çalışıyor,
2025-05-28 17:49:39,madenci,@Kahve Sever 5k veririm,
2025-05-28 17:49:46,KabaSakal,@Ahmet Taşoğlu pamuk cızmez,
2025-05-28 17:49:52,rs3love,motor çalıntımı ,
2025-05-28 17:49:54,:d,Dünya kupası FİFA ne kadara bırakırsın abi,
2025-05-28 17:49:57,Kërem 🦇,abi motorun çiziği yoksa alayım,
2025-05-28 17:50:01,Alpay T,pantolon cizmez mı ya,
2025-05-28 17:50:03,Burhan Yünlü,yağ akıtabilir abi,
2025-05-28 17:50:10,Alpers,"abi beeenzin deil benzin, kisa e",
2025-05-28 17:50:12,Efe,elinde gta4 olan var mı,
2025-05-28 17:50:13,♕Baran,Arkadaşlar ps5 slim dikey mi kullansam yataymı kullansam karar veremedim dikeyde içindeki sıvı akıyo diyolar hangisini kullanıyım:folded_hands:,
2025-05-28 17:50:17,İbrahim Ünlü,yasak,
2025-05-28 17:50:18,bb17,Abi samsunlumusun:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:. BENNZZİİİNNN,
2025-05-28 17:50:18,Cihan Partlak,yasak diye biliyorum,
2025-05-28 17:50:21,hal9000,@Ahmet Taşoğlu grok çizer diyo:),
2025-05-28 17:50:23,Unicorn X,yok,
2025-05-28 17:50:24,Furkan Behiç,yayındann biri. mi.?,
2025-05-28 17:50:25,Mustafa ÇARPAR,Var tabi yasak,
2025-05-28 17:50:25,Girdap Bektaş,yasak,
2025-05-28 17:50:27,SoulPower77,İLLAKİ YASAKTIR,
2025-05-28 17:50:30,Berat Tuna Demirci,yasak görselere ceza direkt,
2025-05-28 17:50:30,Veci,yasak ,
2025-05-28 17:50:31,Ertuğrul G. K,yasak tabi kaldırım yayaların,
2025-05-28 17:50:30,yt premium,selam,
2025-05-28 17:50:31,Ahmet Sezer,yasak,
2025-05-28 17:50:31,Seymen Acar,Yasak,
2025-05-28 17:50:32,Kërem 🦇,yasak abi,
2025-05-28 17:50:33,Winchez4k,var,
2025-05-28 17:50:34,Serhat Çam,kaldırımı işgal edemezsin dükkanlar dahil,
2025-05-28 17:50:35,Tunahan,abi kot pantolona sürünce çizik oluşmazmı veya herhangi birşey ,
2025-05-28 17:50:36,Faruk Uzun,park etmeyi bırak kaldırımdan sürüyorlar abi,
2025-05-28 17:50:36,GFB-Mehmet Ali,yasak abi ,
2025-05-28 17:50:37,𝚂𝙻𝙰𝚈𝙴𝚁,doğru değil yasak,
2025-05-28 17:50:39,Pablo,adı üstünde kaldırım orda yürüyoruz :D,
2025-05-28 17:50:39,kano,"yasak abi, geçen gün komşum ceza yedi",
2025-05-28 17:50:40,goodgame4u,"kaldırıma park yapamazsın, cezası var eet ",
2025-05-28 17:50:41,Enes,Yasak ,
2025-05-28 17:50:41,OYUN FURKANI,taner abi taşınır mı burdan,
2025-05-28 17:50:42,Yekta yiğit Saraç,abi ghost ps4 ne kadara alırsın,
2025-05-28 17:50:43,yagizz,Abi gece yayını gelcek mi,
2025-05-28 17:50:43,DowneyJR,abi çetten birisi benzin dökülen yeri yakmaya gelicem bekle yazdı dikkat et,
2025-05-28 17:50:44,madenci,@♕Baran çapraz kullan,
2025-05-28 17:50:45,Aacayipsin,evet abi cezası var,
2025-05-28 17:50:45,Bay_gaming,Abi ben pes 2021 aldım 400 tl ye ufak çiziklerş var internette ne kadara satarım,
2025-05-28 17:50:45,Emre Ortaner,polise göre abi,
2025-05-28 17:50:46,SELİM TUTAR,Var,
2025-05-28 17:50:47,Harun Akdeniz,motorun arabadan farkı yok kanunen,
2025-05-28 17:50:51,Kahve Sever,"Merhaba Elimde Ps4 1 TB Slim Tamir görmemiş Çift Kol Orjinal, HDMI Kablosu kendi orjinal kablosu ilk kullanıcısıyım tek Şarj kablosu var oda orjinal kutudan çıkan , Fiyat ne olur acaba tek cihaz için",
2025-05-28 17:50:52,Yusuf islam ATIŞ,polis görürse yasak,
2025-05-28 17:50:52,:d,"AABİ fifa dünya kupası ne kadar,",
2025-05-28 17:50:54,Tunc Kartal,7 bin kusur ceza,
2025-05-28 17:50:57,Osman-OCAN,abi varda bizim polisler karakaakolda göbek büyütüyorlar,
2025-05-28 17:50:56,Yusuf selamet,Abi silmek için bez alalım ,
2025-05-28 17:51:00,Mevlüt,martı ve scooter bile koymak yasak motor nereye konuyor gerçi araba bile koyan var,
2025-05-28 17:51:01,GigaBack,10 dk sonra yayın bitityor mu,
2025-05-28 17:51:02,Berat Tuna Demirci,yasak görseler direk ceza YAZAR,
2025-05-28 17:51:02,Kereo Ffer,abi pes 17 ne kadar,
2025-05-28 17:51:04,rexaworen,yasak,
2025-05-28 17:51:04,Kërem 🦇,abi motorun çiziği yoksa alabilir miyim motoru :beaming_face_with_smiling_eyes:,
2025-05-28 17:51:09,Tolga ,8 onemli kural video linkini alabilir miyim ,
2025-05-28 17:51:12,goodgame4u,"motor da taşıt en nıhayetınde, kurallar tüm araçlar için gecerlı",
2025-05-28 17:51:13,ibrahim,tner abi nbr :D,
2025-05-28 17:51:21,akcagok,futbol rafa koy,
2025-05-28 17:51:21,OYUN FURKANI,chat yayın kaç gibi kapanır bilen var mı,
2025-05-28 17:51:25,Mehmet Emin Canlı,7886tl cezası var,
2025-05-28 17:51:26,Veci,993 tl cezası var,
2025-05-28 17:51:28,madenci,@Kahve Sever 5k veririm,
2025-05-28 17:51:31,Bay_gaming,Abi ben pes 2021 aldım 400 tl ye ufak çiziklerş var internette ne kadara satarım,
2025-05-28 17:51:32,21MUHAMMED09,rafa mı,
2025-05-28 17:51:37,Tunahan,abi kot pantolona sürünce çizik oluşmazmı veya herhangi birşey ,
2025-05-28 17:51:37,gkhn dsc,yasak tabi,
2025-05-28 17:51:39,Emir Ali ,"Şikayet olursa ceza , olmazsada etik bir şey değil ",
2025-05-28 17:51:39,Kërem 🦇,abi motorun çiziği yoksa alabilir miyim motoru :beaming_face_with_smiling_eyes:,
2025-05-28 17:51:42,Kahve Sever,@madenci başka fiyat veren yok sanırım :),
2025-05-28 17:51:42,yagizz,Abi gece yayını gelcek mi,
2025-05-28 17:51:57,Abdulkadir Akçadağ,Temizzzzzzzz,
2025-05-28 17:51:58,İbrahim Ünlü,abi bunuda satmıcaksan ne satacaz,
2025-05-28 17:52:01,Bay_gaming,Abi ben pes 2021 aldım 400 tl ye ufak çiziklerş var internette ne kadara satarım,
2025-05-28 17:52:03,:d,fifa dnya kupası ne kadar,
2025-05-28 17:52:03,Harun Akdeniz,2 gidonlu temiz motor.var ilgilenirsen veriyim dükkana,
2025-05-28 17:57:00,MR white,abi ps 5 pro 32 alınır mı ??,
2025-05-28 17:57:01,celo,abi sakalları ne zaman kısaltıcan ,
2025-05-28 17:57:02,video cimbom,Abi saat bileklik falan kullansana sana cok yakisir..,
2025-05-28 17:57:03,madenci,benjamin adamın dibi,
2025-05-28 17:57:03,PANDACIK35,masaya bak kac haftadır aynı,
2025-05-28 17:57:05,Mehmet Demiröz,geçç açtın abi bugünn kal birazz daha,
2025-05-28 17:57:08,Ares ,Niye hep otelci yaziyolar??,
2025-05-28 17:57:08,MR Amigo,:video_game::video_game::joystick::joystick::nazar_amulet::thumbs_up:,
2025-05-28 17:57:10,kano,bereket versin,
2025-05-28 17:57:12,Asım Anıl,Abi bende çiziksiz tertemiz var outlast trinity ne kadara satarım,
2025-05-28 17:57:17,Luckyhero,besyoyolu7 abone hediyeligi için teşekkürler,
2025-05-28 17:57:17,Aras,abi spider man kaç liradır ps4,
2025-05-28 17:57:18,Emre Karakurt,bol kazanclar,
2025-05-28 17:57:19,Benjamin Linus,:red_heart:,
2025-05-28 17:57:19,yagizz,Abi gece yayını gelcek mi,
